Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire,Calidad_Aire_Cod
46.09264431257309,101.67452231109203,94.16348877995168,121.22221072983088,30.791822543300302,20.05831106524281,2.996131080723364,Mala,2
35.283051190039565,79.57602925145119,98.82025776708444,114.74213163153031,18.22397074854882,15.207829987269095,1.6338418650065945,Mala,2
38.6121196184952,71.29358063787556,118.74795229208016,128.22014382115074,44.27219152907056,17.982346754157827,2.004759273920334,Mala,2
32.12165225005304,79.06122584144013,100.97641573173318,110.64830112192016,20.39127246946692,10.228914042640234,1.3636508987786766,Mala,2
29.98995984383528,66.15195517656909,103.43625027152072,103.92707673114612,25.89693509848673,5.713971673468122,1.17986894942322,Mala,2
30.727629493731463,80.87963978557227,68.75551628348275,84.69144424059719,27.95953686716433,16.268092626567135,1.893917665273659,Mala,2
40.87104839602552,96.1997903946059,91.59175805677788,111.70667739673534,41.82316128317958,23.950548340667275,2.2289306434350653,Mala,2
37.20788711201696,94.4233965103169,67.37486551066455,83.90441115397986,42.45213937055644,27.4565505245363,1.9585963754984632,Mala,2
29.27686934292972,96.23808540050806,61.40306080287892,86.01665978035564,42.74897284606266,11.155094451820496,2.179829496308213,Mala,2
38.74619549614069,75.30584211824622,114.94611571417198,140.81475634757695,27.627825587650214,16.12421202673669,2.4308994011299463,Mala,2
36.9298316554568,104.91437035799504,60.53647136472097,75.39005611484772,29.115461297461756,18.28232546611686,2.0464089783756374,Mala,2
34.96612838221527,79.39493050412301,99.28809619768222,113.92718726855354,18.405069495876997,14.196695314686796,1.5810213970358773,Mala,2
29.68259506995432,57.02166736842608,58.42175093937292,78.00869201865449,39.56525281811877,15.947868780809795,1.9143501878745848,Mala,2
31.13985744168464,99.6104713941683,79.38251092980555,94.4678179060474,29.87269720734314,7.616118606911761,1.8225164417926472,Mala,2
35.453224498882626,59.27249042290146,68.42750957709853,81.35967349664789,34.62416347430049,11.85485701564318,2.109183741619725,Mala,2
35.79157831493657,92.28742584881934,81.09940679055468,112.86713997484952,36.44543417633114,14.373072069302712,2.433356998742476,Mala,2
35.126542930763854,64.83981439614578,106.73795835760362,124.98148483083374,29.88547610350482,14.631183027119274,2.293085861527711,Mala,2
28.871771181019696,75.9827678432306,122.6358679071982,134.19376450544152,32.703357573993024,10.459335558526057,1.9496642426006976,Mala,2
41.97401833041937,90.19679260590983,70.4134413549732,88.66248656179752,44.19358521181968,30.464792915521897,2.892688270994642,Mala,2
35.84625557588468,79.10684043266346,117.5596090265072,128.49446281231252,39.42671010816586,27.518566430526427,2.8541694218468767,Mala,2
22.55886618875828,88.91204130576244,58.25724016825711,74.06495275786493,21.234915409684223,16.482948800283182,1.8829092505479268,Mala,2
34.53941967279543,72.78563201571568,81.50485824610959,94.9250516885111,32.63048582461096,15.38116509162344,2.405553751312207,Mala,2
28.48497684922526,81.47308294748709,83.61564968943186,95.31940547712554,21.453990739690106,7.830359570878041,1.499217515528407,Mala,2
24.19615991177504,56.169318624371655,67.577530529066,81.5246553791687,26.024655379168696,6.978081922396087,1.500328869489487,Mala,2
33.31717359869164,94.9419290533438,147.90373740399238,168.49875419866922,36.6826658293447,12.732069690673246,1.9096262596007627,Mala,2
31.46804859815344,77.71569771548691,65.76127393559024,83.02358431979556,34.08956002071884,18.48326583589801,1.6204221287590688,Mala,2
44.361852355731656,64.2127949931246,67.65748846839618,80.82977587225558,37.7851417307604,12.912794993124606,2.519575478021725,Mala,2
32.65861176059384,84.40151029488865,105.1126926365217,130.61600296636277,39.64016768458126,13.085797068589642,2.2290938230668065,Mala,2
24.753421781498677,78.90641061377984,55.706410613779845,66.05469275432361,28.320502814164456,6.272220673620689,1.3430349146856764,Mala,2
24.684898038417234,60.41951478369038,92.77035866312264,112.57823487115697,25.716227134159094,20.349243988765465,1.9516227134159096,Mala,2
38.82643283837934,66.44570042832761,81.86146482010346,104.87054051970698,35.99140085665522,5.866719617362082,3.5018151399207045,Mala,2
30.25685660030936,78.16488374253424,71.35117054191554,81.75551940721004,31.5093643353242,13.230100787436072,1.5239131820392693,Mala,2
25.44266667290152,40.7809122902181,58.12940350614673,67.6249824505618,27.125754392035688,4.258105268572372,1.0128701762425645,Mala,2
41.75082489438219,90.75201702651692,66.10547101033688,85.54584353438202,31.19358168269676,16.939425217078774,2.380926023820233,Mala,2
25.488883812857253,78.73333028771435,82.41758996997625,94.71666514385716,22.94537130097617,9.45833714035706,1.3938888381285723,Mala,2
35.48740813981759,71.91310981907657,64.51003010363291,78.33676770068021,17.48225658879727,25.84524392763063,3.140695038818924,Mala,2
30.768326966410648,81.45436681057151,79.48179585132144,90.95485808149984,24.07955103716964,7.734163483205324,1.5022939412446332,Mala,2
43.9834724624188,96.7650577624052,72.03913989623507,95.14968547292791,46.32376760675781,29.315372289477267,2.022109115338571,Mala,2
24.99847614363441,57.73780564683355,90.83811041810668,98.18018286276389,24.91951236596301,6.286887830772469,1.052134099360172,Mala,2
29.027514744929807,63.48123881845084,80.09613511253497,93.24781160915484,26.35372407352103,11.945764032253678,1.5333939103521292,Mala,2
39.20691773014927,92.308231144244,85.07316111628813,93.1355078326541,46.240258325567815,27.37099387905257,2.2747613860415328,Mala,2
29.73302848300909,87.43183956674456,90.56623987621272,95.76523387014274,27.70256074272362,10.333668668689995,1.406614842111546,Mala,2
40.25703690822064,84.55368885797296,84.43217729858074,107.43490376038292,30.30136323090109,26.71407381644126,2.378456295265765,Mala,2
37.92114106620642,49.44114890155332,76.89370846517087,86.37713949913704,33.54282915947537,13.22512696258201,1.835885109844668,Mala,2
36.17257004380576,56.1265133283696,67.08050848168975,75.56371497809712,24.53542026283453,12.7469214745045,1.3361933591204136,Mala,2
28.17535716034068,65.87275342520203,81.39869813243068,93.3765322541166,24.422292652107437,9.276659027910002,1.520495392269054,Mala,2
32.49543346608544,70.71811155361813,77.6176478074977,91.40456653391456,41.42801753164793,25.41369960174369,2.129984541795986,Mala,2
33.960957596383885,88.56061559767537,74.45376653169748,89.89041494435385,40.072945734797,14.479110803357816,1.817979480077488,Mala,2
23.135980538263407,60.01465873781102,86.3873401809814,95.64530882596132,28.773347749434517,7.852692255246263,1.1119989187924115,Mala,2
39.70776884036983,98.73932379943189,65.61893059346107,82.04368781719951,39.91698838336861,19.674751268798047,1.6841745607107057,Mala,2
30.172385356229643,80.54477071245928,64.69377264157676,77.3081078991602,36.79095183047129,16.01092871026568,1.770622735842324,Mala,2
34.12354362905085,72.43211357318383,70.04850263150821,78.61963407195515,29.908319667485788,15.102994736983575,1.9884275485140557,Mala,2
40.30540399423248,90.96706116104704,79.94173954658386,103.93823985847382,45.265362804347824,11.761760141526176,1.985275348447205,Mala,2
29.80382321007905,82.94259525537893,60.17474417610414,72.25562812570887,25.98239059626225,4.367097755946034,1.270177661891219,Mala,2
35.35777063685228,78.50690081556715,117.70607634582232,127.02512985303407,40.10442740633265,31.241190538875003,2.667816802594525,Mala,2
38.21216571030101,81.35338353162766,76.74257373457081,106.0310734779264,41.01892027059086,8.724996874258633,2.11520276183835,Mala,2
42.03037594966442,80.64355111770789,64.24596874315955,90.53467896670114,38.42688256995357,14.377420447083155,2.003521120056776,Mala,2
33.28715337785991,85.91147097255164,64.17453964364186,79.27477253156391,35.71422227172853,1.2805080178397343,1.8618349220493868,Mala,2
32.56465984357352,78.41054420479335,65.90527210239668,82.50693878169919,33.8,18.87391155250576,1.7316462555120602,Mala,2
32.85642843526658,56.38497370635073,62.2929892919135,76.04357156473343,24.313518977434875,15.338730279763045,2.136727555084719,Mala,2
26.238742180742864,97.35367449524298,115.9847738697024,141.35273356558125,33.47166393225646,18.26678443268892,2.0352145933986288,Mala,2
42.49569758795695,65.87405884736559,77.91700408760757,95.55134450376345,45.0151851225268,30.58245811088705,1.9124327748118275,Mala,2
36.32029475113687,56.13436469420851,72.9609208962248,81.73436469420851,33.84530391184042,9.334437979836911,1.89999633571858,Mala,2
28.647498421255136,87.7142565695458,86.17758779788598,95.39499684251028,24.17703890814206,7.782590955375699,1.6433241851709346,Mala,2
36.92658714259052,73.84636303432883,121.27920115711734,142.41767335278368,31.66419061394254,4.089754805388713,2.590875956297681,Mala,2
39.31666799465326,98.01823161514196,65.92447812917715,82.36145725434423,40.32031113051382,20.9458290173769,1.725729025568091,Mala,2
46.69676604226371,74.16390673574152,61.824579513746734,85.80292355519164,35.24915902749348,14.048538222404176,2.4507529055396344,Mala,2
32.62237100342431,93.95075114187875,67.197411816659,74.85183704146225,24.91677825256824,13.77612671281815,1.6887728598704366,Mala,2
33.36293792962958,93.54783211830689,127.79594167873029,144.86629379296295,35.368531035185214,18.55440512391537,2.0743496354920645,Mala,2
43.12135303399891,94.20669938763324,60.65554824640431,86.84549916495443,37.11939988866059,16.92470272781553,2.128255325667772,Mala,2
37.98073569758601,90.83862698257728,62.04035145250146,77.07370664755686,29.343865977516035,15.943898770099132,1.9291312065212844,Mala,2
25.519808219468317,70.6621726024785,58.1276677104423,71.29846653592988,21.11827475539819,7.263706066548642,1.368070293522173,Mala,2
38.64446443779904,96.08892887559809,65.22229969647127,94.5891762933612,41.91131854216503,14.000067477571756,1.9333483283492792,Mala,2
31.68946904798221,84.57653270872598,102.50266939932384,136.84625991309963,49.20906424631316,15.536931654701066,2.103106483188256,Mala,2
31.80151124148275,88.05471597695403,72.94080997380459,85.09752104766666,19.8,13.567654269252875,1.420151124148275,Mala,2
39.96928935737251,86.1211109628568,67.46439951965603,93.0968001067431,40.050533315542815,16.16417786080019,1.3809599679770683,Mala,2
32.60157457389574,83.26425759689472,61.49395372110596,74.82890883726337,29.842182325473253,12.871091162736628,1.8687513798737985,Mala,2
41.99580289804738,75.3754750620088,116.21659010486944,127.5904259866854,44.0560659675372,25.55560659675372,2.357875342239448,Mala,2
26.948797665347,63.85066796369611,58.298575010781626,68.0998218763477,24.35325075665441,3.453072633002116,1.4101692174696818,Mala,2
36.53561810455471,67.61699984261143,105.20669118380548,120.4287637908906,37.010091152327774,7.70507276447366,2.5301672795951373,Mala,2
34.09325283126518,77.00189502470143,111.32994579427124,129.13206998353238,34.92805076956984,21.83479793830466,2.1981424353937253,Mala,2
31.286034305921604,80.22924895794114,85.90131756978434,90.84756235949004,22.608300416823543,9.812253126176584,1.4145849791588228,Mala,2
37.57427095478544,98.55660167546615,142.0855912898787,156.54253735368454,35.47667055313411,20.49125145742529,1.813996556116603,Mala,2
31.504857082848456,72.84129886495876,73.24696090803299,89.30283102153712,52.36802648137216,18.70160992045156,2.4506078183934017,Mala,2
26.4267550255402,73.53567336738692,65.4534347984284,69.81688756385049,30.01483881886056,10.895028642829152,1.6119810176031406,Mala,2
45.49167312470164,96.50631058723874,71.15302443208941,93.96564560656692,46.52374950701521,28.22927492507421,2.236669249880657,Mala,2
32.576945317751765,73.85974278361375,70.50058521481103,79.04792283508412,30.574546632353087,14.198829570377953,1.748109964758351,Mala,2
30.49268653540901,77.307860682404,64.5172935012888,83.02146269291819,33.184825853005,18.6444975223172,1.6392139317595995,Mala,2
42.26631316747119,105.59893950241356,86.35657244284162,102.8726761529898,46.02372343960487,17.239408235107014,2.6265671584530783,Mala,2
32.60986378376275,63.5183095971455,79.7,92.43380185620018,28.4408483018721,7.233795655310471,1.43887306476367,Mala,2
29.58576149004041,81.70552718541259,61.80234304627819,76.50552718541259,24.650585761569545,7.286933013179504,1.0995644337726502,Mala,2
27.121563287749403,67.70624856772835,85.64312657549881,88.3478072722085,19.534060423206117,8.609066152292696,1.33303112825691,Mala,2
44.48650184048813,88.69378907756514,69.71802181200775,89.26817455083196,41.18757815513028,31.45184000876319,2.7536043624015503,Mala,2
31.986497179862926,51.339382933757335,61.88068970344427,79.0471142461056,31.4382214384736,17.166025388023463,1.766294005681013,Mala,2
36.157914735053645,56.26757067510865,67.17027224779642,75.57104263247318,24.44748841032188,12.67181301714994,1.3415059085430532,Mala,2
29.62344836615213,66.95110352953692,87.5212413070783,99.55912084992003,31.54829287546586,11.873948300691836,1.8435068888770687,Mala,2
36.52018570149562,82.64225716513667,63.648828585456414,75.87887141743167,27.83521430428055,11.976057147808149,2.3275114266735435,Mala,2
36.35702421604413,70.1710726481324,58.81404843208826,71.65051905480694,41.62955021763592,12.235432513104811,2.3557439459889675,Mala,2
39.18161194594005,73.60881592792006,70.28513767864361,82.05088223125648,33.61813598798668,19.76271975973354,1.952543951946708,Mala,2
45.84472880259197,105.30521597131542,100.81379018630572,117.42074050555117,48.11657031400389,26.32514452899417,2.4855271197408024,Mala,2
26.939850982125588,74.34834274111114,95.0630909909661,100.74169451335746,29.94575412050722,8.962365093792306,1.6964953714396227,Mala,2
29.305691746854244,85.85914623797186,84.18313046076985,94.2225612860844,26.423984222797973,17.236996354552595,1.5815446602516603,Mala,2
26.2812251558346,71.38562701393371,96.13330683289024,107.49575714455943,24.12505962599696,9.9,1.543330683289024,Mala,2
39.627618347540576,78.91401415550384,71.64707417985912,85.76421913723738,38.99959003653292,15.035370899295543,2.407700340233996,Mala,2
33.552110871218204,69.11522591329552,56.8,72.45090465909352,33.14949741161471,8.215829019357855,1.549919585858354,Mala,2
44.757624631263454,108.50611859406962,106.94237536873656,116.07296833908464,45.45150603719383,22.883652267382917,2.131223718813924,Mala,2
32.31075596821097,78.09233889832714,82.61851848944703,88.564637228829,25.084576377091075,11.73997971608736,1.3861542362290893,Mala,2
24.65363506847842,71.49389560197417,55.932990396538905,58.32784634462249,20.636076827688758,6.273182465760789,1.263203005042949,Mala,2
30.121118236773405,82.1476259277177,85.27164062127267,96.29710354321844,22.1,6.253418841280839,1.4456315298062408,Mala,2
36.57743783471575,76.3919249546387,116.84193161598972,127.21451376532706,42.64678730136814,26.96289742398459,2.409353463463014,Mala,2
37.85631447509693,82.2,73.77427961597884,90.55521166924164,34.63525435738976,9.698221269770654,2.6657203840211605,Mala,2
26.29244839301407,74.10705513464781,74.02547687481692,86.8047295531268,24.91087013318317,7.34058008878878,1.6975019597521193,Mala,2
33.91050481572386,44.38001916395533,62.46932270867818,72.9092843807675,30.84587220731777,7.502345050136041,1.3625891371273098,Mala,2
37.73942176150535,82.2,73.78002843795875,90.5801232311546,34.61992416544332,9.579412282185768,2.659971562041247,Mala,2
37.318619809069936,94.35353195107606,67.31380190930064,83.89759105011535,42.3557779534589,27.427848239853997,1.950939137828588,Mala,2
31.476221810916964,101.8689178732996,80.19939582651263,96.24574385770394,33.62075732164615,3.2914338596390564,1.952256984210828,Mala,2
34.10449620810323,79.47860238121297,105.50853196593536,128.67472914456772,35.98930119060648,17.727600220077335,2.060170639318707,Mala,2
37.0781992224901,61.19715624667547,68.04360155501979,72.48056835127144,22.42891016082124,10.176777345827835,1.5975355469165569,Mala,2
35.84853948320148,96.9015910552964,72.43289000723313,94.08938476691664,33.41564947596835,11.757563660988406,2.261246736537553,Mala,2
31.09912438169609,68.27921194352648,86.34070049464313,102.17844577751056,27.82221093621738,12.279759204966425,1.7180744275558326,Mala,2
41.73387338341667,98.6261659481852,98.6277860984352,116.41055441971292,53.47869450256484,21.82901293266664,2.684604795337961,Mala,2
33.66927460683408,79.87716697353218,98.82480611814232,114.41416513233906,19.48780795933546,14.896053816650946,1.6079915592637348,Mala,2
42.150979837559845,59.20417741955481,77.06044354888702,92.53407258147836,42.778459677186056,15.048139113811429,2.140417741955481,Mala,2
34.60375129120215,93.65885260245436,75.94443146603578,93.88851251503752,20.61477155345259,12.83329439810733,2.5966238379180644,Mala,2
40.68574964279664,92.2376216234463,79.58224751082862,93.77964153681732,30.411237554143117,11.88705262980229,1.990822475108286,Mala,2
38.11319492282761,79.16981097007854,117.41792531732328,128.90377130551053,39.44245274251964,26.99905949685201,2.915565695826581,Mala,2
37.49593247279804,69.71778702042076,120.290916875838,129.0736986972721,43.58278182143408,13.648914306157094,1.9456670132657783,Mala,2
42.589759495470034,91.48440651117944,70.23149728700855,88.628975949547,46.25290922417089,28.394336706341956,3.0092280832931597,Mala,2
38.349273503996734,86.63377420759598,69.12542843261093,92.7276825705309,40.11205290491152,15.877086443746256,1.4916952288407297,Mala,2
42.474546212522775,71.60278775113747,85.31659645427663,113.80495136993858,43.15055910606228,15.763249597076893,2.2878103706892605,Mala,2
43.83525654803361,79.64228258308414,86.71494349909156,112.75293044229532,38.19306520543926,16.022460868882245,2.1710739099700973,Mala,2
39.18139509311613,77.00516802968997,121.59018074358906,121.21705449797687,30.124031338058337,22.41550408906989,2.7998707992577505,Mala,2
34.691395561737984,86.12612750838716,90.1379852057933,108.791395561738,41.997060934457,19.445120111283806,2.674743078962456,Mala,2
35.02132330056854,61.09696496593325,67.16365765330036,73.45447448899881,21.487937925834327,8.894007993967822,1.7260544557132298,Mala,2
33.92637012372212,99.25033828940296,68.96904600322759,85.17806157073694,33.02892426035462,16.940646143087683,2.181480041958028,Mala,2
24.978103476331807,76.53998032121766,88.01564037404871,98.53000983939116,28.14750737954338,11.73186700549467,2.376559117709284,Mala,2
37.65710247100687,91.11035520610804,66.88271526926171,101.00755812033542,47.01357634630856,13.220993115168016,2.295416403375828,Mala,2
48.493157015800605,98.73206954137204,148.70379137588395,180.77551321039587,35.32052895259818,9.085574264032706,1.326232662536305,Mala,2
29.10823175573318,83.2842488551083,61.01016305350968,75.55884122133409,23.98353648853364,8.433639389507379,1.255640335893042,Mala,2
36.18117822095756,71.71530199430899,65.4352722380306,79.01415352962982,17.38110383026159,25.696480215266536,3.180833681553802,Mala,2
43.857326268515095,108.38404423979864,107.84267373148492,116.3628949304782,44.67328202871644,22.21224331889261,2.106808847959732,Mala,2
39.53592893904813,92.52814212190376,65.72654823174688,86.75274364936453,33.40354059444298,14.503893408572182,2.0007786817144364,Mala,2
24.58048298817007,73.53838598510305,56.204515998247416,69.02854900832476,25.83983900394331,13.96088750547682,1.5442823512487147,Mala,2
34.87185445165132,55.48101711871491,72.03752739779826,80.43660673807383,18.475975455320903,9.36979394981652,1.4753090752752192,Mala,2
33.162888058070166,81.8154616230326,69.40411905282376,87.71443354593148,31.85464320800332,17.032992889106083,2.521753126607349,Mala,2
29.548825739147222,86.52924612182142,90.30835603480612,94.89948097399198,29.249863791163275,10.536291686938046,1.375300375655029,Mala,2
39.53148475875915,85.89569048413675,90.30285480171835,110.47716158625306,46.45144105750203,21.46571506609388,2.063999453734286,Mala,2
35.75717985461065,84.10477793699795,58.51904700242316,76.40473908965677,38.64287194184426,12.90952997576844,2.0399974101772544,Mala,2
30.21338809695789,81.98676987503602,93.37669720791882,111.93331227040082,33.59668457015931,7.623365980878741,1.8726681410719432,Mala,2
40.61911484539829,71.07307579172021,123.7598815871828,129.20780936288148,29.19402309425796,3.5377501564728786,1.9094615158344044,Mala,2
36.71422892003123,56.36310066324394,73.32943995744857,81.96310066324395,34.03591721936995,7.936607057953678,1.9813246802645128,Mala,2
43.29963769295722,93.72202473362007,78.56343563817717,98.28470161991714,39.78918585560862,24.46604006306568,2.4491790280497137,Mala,2
39.293994728084165,74.71781680407425,115.69379571641092,141.7467485994505,28.670371663767344,12.594989786450428,2.548798945616834,Mala,2
35.17066535125621,62.74629812325526,80.60210858990774,92.10459230027917,30.09611056302342,4.784442252093685,1.3992221126046842,Mala,2
48.22830694299572,77.22409750377291,74.27198615465069,83.61867589689955,40.2798188378035,20.62228588180791,2.244819500754582,Mala,2
36.4232094907867,63.44845881949684,70.72828648147413,93.04746150465628,35.641432407370644,23.11509534733527,2.189696284723601,Mala,2
32.44611491306943,72.07333133752937,94.59363501558782,110.07879726259002,36.08215540347722,19.696993156475024,2.544470972362048,Mala,2
43.75796160463403,102.7642800688194,58.62344814513181,72.62308300280989,24.86099378792205,23.32041596184379,2.1570598533004754,Mala,2
34.75123084213935,98.93950766314428,63.37697538315721,73.78147701056723,29.553950766314426,12.526846263209023,1.6615803065257704,Mala,2
29.10309308225921,78.68453458870394,67.51031220614028,81.64639043805946,27.057735603562403,15.813399492570769,1.4605153205155776,Mala,2
27.818980396657984,82.25676858874132,60.35360004591145,70.13093330272571,30.70158427141494,13.236376521901027,1.7005098016710076,Mala,2
35.51195462881144,105.92105390054972,94.69083284958514,112.67615862105372,46.34311615235429,8.09358638864343,2.995960344736571,Mala,2
40.1584185832245,74.50478296537754,113.64489911053067,133.50771350862226,45.978379868173455,29.011860625816237,2.253513960452037,Mala,2
46.18183645975198,100.3643000755194,143.59081770124013,169.0926991692865,42.94425506722501,16.123381845643422,2.304091822987598,Mala,2
45.10757924531029,104.67543474394972,56.68430671158523,70.17012927223253,23.53722684634093,25.089612183302435,2.3674676819418696,Mala,2
36.05490805080002,71.14708622860012,67.0136493649997,76.42561504140052,22.62131589179896,25.001994279400137,2.448466694640145,Mala,2
30.039866621908164,94.5075970509619,115.18354369972518,146.77425576400998,34.37594664876327,19.719195040178004,2.356982613935352,Mala,2
29.561466770633015,68.7779810117903,72.76697151768545,93.59510785977086,38.31192404716119,22.65871439710681,2.1884098365666014,Mala,2
35.61980375349134,107.6751243216252,110.32659617044015,123.21612079633935,36.0650566827126,14.190671620609448,2.490057349735512,Mala,2
45.313200872332565,99.76875096285684,66.01441269545207,89.46747454874634,47.743302677347216,21.02410728040812,2.9632460860262664,Mala,2
35.28071235017489,56.6355438361887,66.41019325944055,75.36225842569931,23.895035942132957,11.747101108391709,1.4470253947027878,Mala,2
36.19650865977005,100.40823766775962,100.82880508705487,108.61074764235909,33.29776364706978,14.725640868701763,2.0931642183531163,Mala,2
36.57287201957938,70.81861605873813,59.24574403915875,70.70618491434023,39.84880583847014,12.74807104650102,2.301781995105156,Mala,2
29.378404128724988,70.19526857408964,76.01581824296346,90.36258588576152,30.63683635140731,4.818707057119233,1.7284181757036547,Mala,2
36.73939577463442,75.78901434859745,112.98390294893314,128.20804852553343,38.98523036969558,23.16647847710384,2.1461931646128023,Mala,2
46.41035991674302,108.73021829379566,105.28964008325698,115.5407315522353,46.88014162294736,24.116200615876156,2.1760436587591325,Mala,2
37.643314875397806,94.4053599297428,116.7124867859648,144.4591706517341,34.02193430673184,17.125857035169197,2.0566851246021955,Mala,2
42.77565227546543,74.53527636547358,114.73968591115778,122.97657227391086,41.71786818234815,39.59049090979753,2.4545705454121483,Mala,2
29.073510455276327,78.21256087839427,61.32318819497388,76.3940418211053,27.36094957688205,7.711271837184493,1.5351690048237558,Mala,2
32.69960150367028,78.36753625995885,65.20981882127829,84.75090589360856,34.61583337369085,19.044891341196,2.1256123453361675,Mala,2
41.58728060705496,77.02130320403141,88.41062317952762,113.52552405335436,33.83835713625177,15.757450436913372,1.9810651602015703,Mala,2
31.28142549684678,67.78380132492475,101.68812085961018,114.83120943611152,38.07607988367136,30.08099337537628,2.503596109226746,Mala,2
39.00643513663616,79.23026047128432,69.52382533464817,86.26417262969392,40.91113379804352,11.82574054654464,1.7587129726727682,Mala,2
41.16196932937197,84.2159471928813,60.16931857567289,78.09939351928226,35.02821976261215,5.686514468833661,1.8406136284865424,Mala,2
30.017155783395644,88.82406333863867,90.9640180967539,97.10063218195954,25.315891419476568,10.021128638264788,1.45491648317726,Mala,2
26.246603720514948,68.52486708257513,59.5691080762232,72.8722385208585,21.35575900635193,8.403662114334795,1.3117011184206058,Mala,2
38.57789351903026,108.18495057542344,74.10529279229488,89.55926238651604,34.03362737734972,16.758380254466896,2.0373429679043458,Mala,2
35.59823843031962,51.73435060876736,69.65505935939132,79.51497334228321,32.64008601710811,10.981052819056412,1.587752967969566,Mala,2
38.4783146137366,75.50489740856416,114.16223254058792,139.70977285548338,28.282528079395096,16.477630670830944,2.4304191504013586,Mala,2
39.09497383464819,84.06025233574225,58.39205046714845,77.31924299277325,37.51674018484393,11.660672895312665,1.9312134579062528,Mala,2
34.28435962135183,99.6089192238979,80.22885256349981,95.97809871589938,33.64426281749908,4.709736545152052,1.997288525634998,Mala,2
34.63353079248808,67.91374389984107,73.11556077162163,91.99640599582672,38.27065558914945,18.88202997913356,2.2089217987480136,Mala,2
39.67576252401379,74.26768336535171,73.22258833719307,79.93701586949658,33.72794722755862,21.958944551172387,2.391788910234478,Mala,2
36.11533664867679,56.67738475648589,67.43106302685466,75.59233167566161,24.192019892060745,12.453600324468551,1.3569404648546637,Mala,2
35.89081670544509,80.51570677559815,66.95785338779908,81.49646074771289,33.8,20.852764369062267,2.220043971938773,Mala,2
39.67581215704767,84.41419491769145,82.27002122421733,107.69064265089904,31.510310713340846,25.551624314095346,2.373806497256381,Mala,2
44.48541060927532,99.87605510612929,79.8314033254719,103.9790644496854,50.72783784591016,17.59643452043825,2.585979730738769,Mala,2
39.02321641460968,58.58089479537685,61.935066503559895,75.53264813166892,30.80483674378196,18.026723087193805,2.424860943060565,Mala,2
39.29340062135443,90.05862879610865,80.7266498446614,106.21319875729114,44.16675077669304,13.588071514568568,2.332944271845992,Mala,2
38.50632731301404,79.79502853977468,70.60587536208446,88.08689342304234,36.11627023346468,9.82937681042233,1.8630732663211047,Mala,2
36.39442181847316,67.38884363694632,103.48798018745484,121.81845166065838,30.074679875030096,11.761369779700278,2.3114163761916227,Mala,2
40.867847747361004,59.5014172968332,121.7996456757917,135.5007086484166,40.3660761263195,14.269619368402504,2.0697661460225216,Mala,2
29.695249932833253,78.71319248858165,96.64247997850664,109.37915493148992,22.68575255306173,12.417149959699952,1.5481002485894984,Mala,2
31.079890654696992,75.64493042356892,64.93731609760951,88.64021869060602,43.36739563535339,4.384055661144859,2.340235586648145,Mala,2
35.20865959325658,72.90099274044755,83.41850530505756,96.30766685280904,32.91883621854008,15.246662943819253,2.538149469494244,Mala,2
27.23007990881793,60.73959189514063,89.70667237384647,99.60617579939944,25.180976027354617,-0.025448059268343,1.0988695776603938,Mala,2
40.73612698586395,88.4213001986566,66.22258109002956,94.94452173437269,41.37290820833125,16.105805383929017,1.5130975838538283,Mala,2
42.07401101049568,96.6122684120782,97.60020585593048,123.08648527850436,46.75675736074782,26.67713237095649,2.9256757360747816,Mala,2
47.861719854813096,76.90910911983912,104.66634497103642,133.04483543519166,30.209109119839116,24.380193017378144,2.303620885879792,Mala,2
41.20512592579257,77.62991604947162,65.37840359171676,86.98966374847181,39.94747923707524,12.884537822679238,2.196487362479277,Mala,2
42.88006455854402,85.95028393806055,75.16541933170326,98.98323868731316,30.766232291225325,17.036696754142824,2.359202582341761,Mala,2
39.30408104320605,78.8972793045293,68.89245625346761,85.20383370725418,43.69196158156384,12.99975266404812,1.7010635445930922,Mala,2
41.89232202482071,71.45383898758965,60.494521474272254,78.71692880992828,44.73897626997609,16.98051186501195,2.547076779751793,Mala,2
25.64746184816405,69.07296012956607,64.53752725131139,78.83940361387695,26.47936001177873,10.236203672770634,1.8636203672770637,Mala,2
38.055703430261445,84.95936464363483,90.28995461740249,109.05753403694814,47.18538575207886,24.603192084612065,1.8001830606686688,Mala,2
39.46989487902397,83.83010512097603,86.73376873385273,109.8120420483904,45.93105289816994,23.177453033242703,2.074663106353812,Mala,2
42.20456429334177,76.96362380443883,63.53095691230765,87.9285300937453,37.978888513114704,12.82396580040353,2.456947058264824,Mala,2
29.036927468271514,87.35683781701836,98.23024449729564,117.90106764043573,34.802583537137195,13.312159737335254,1.7656837817018367,Mala,2
44.42376806785275,70.01588930511153,58.88598155085192,79.87810278811071,45.00187085596346,16.739920932222528,2.511388666951896,Mala,2
37.658976720023176,80.43076745998262,71.4673052574761,88.88845932497827,35.626924405013035,9.090386607519555,2.038717446995075,Mala,2
40.4198590044214,108.48588277200318,61.990099316759775,89.6148798438308,40.38599804788509,22.309080429465283,2.393637935580208,Mala,2
25.90305969887261,81.0588805975106,81.78884328156404,92.39593283698925,20.4309701481916,12.239589553053108,1.5990858209840333,Mala,2
35.32110389096741,84.08385713607697,86.8067792376269,109.32257142405132,37.7407402488509,16.06568831127739,3.440090910529126,Mala,2
