Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire
22.7,49.7,18.4,27.1,20.4,6.0,0.92,Buena
34.8,87.9,90.5,108.9,45.4,21.4,2.11,Mala
29.1,63.6,12.3,21.1,32.0,5.1,1.53,Buena
39.2,57.5,122.3,134.5,41.2,10.1,2.4,Mala
31.7,72.4,49.3,57.3,28.1,5.2,1.31,Regular
34.0,60.0,28.4,38.5,26.8,14.4,2.1,Buena
19.5,79.5,60.5,85.9,44.0,21.9,2.68,Mala
35.9,66.6,27.1,49.5,36.3,15.9,1.91,Buena
17.4,45.8,26.6,33.0,22.0,7.3,0.97,Buena
34.5,80.8,10.6,18.6,32.1,18.4,2.37,Excelente
24.7,56.3,2.0,5.5,13.9,4.1,0.89,Excelente
26.2,79.4,9.7,14.5,26.9,7.5,1.02,Excelente
20.8,62.7,19.4,25.8,19.5,5.8,1.11,Buena
20.9,74.5,1.0,8.1,10.5,1.5,0.9,Excelente
28.4,63.8,2.8,9.7,17.6,6.2,0.91,Excelente
39.3,59.7,78.3,94.6,42.2,17.3,2.19,Mala
35.5,90.9,36.7,48.4,35.8,17.5,2.23,Regular
20.5,52.8,7.7,12.0,14.0,7.8,1.1,Excelente
22.1,56.2,6.8,12.7,25.4,4.0,0.93,Excelente
21.2,40.0,2.3,6.1,15.1,6.4,1.04,Excelente
26.1,43.6,2.8,11.0,15.4,8.7,1.08,Excelente
30.4,103.6,17.5,40.4,24.1,-6.2,2.21,Buena
25.5,83.5,11.1,26.3,30.5,14.6,2.27,Excelente
29.4,87.6,1.9,27.1,35.4,20.4,2.02,Excelente
22.0,72.9,20.9,25.6,13.4,6.3,1.02,Buena
28.8,76.7,16.8,23.8,25.5,4.1,1.09,Buena
26.2,67.3,10.2,19.3,20.8,9.9,1.66,Excelente
23.8,70.6,4.7,18.1,31.1,9.3,1.48,Excelente
44.0,84.1,39.5,73.0,38.9,12.9,2.48,Regular
32.8,100.5,21.8,37.5,29.6,6.6,2.94,Buena
24.2,47.1,27.7,31.7,19.4,4.5,0.94,Buena
25.1,71.1,7.3,11.3,17.9,4.8,1.0,Excelente
27.3,73.7,13.8,28.4,27.5,16.4,1.4,Buena
34.8,88.5,15.1,26.4,34.0,8.4,1.7,Buena
34.4,77.4,43.8,68.2,45.2,9.8,3.31,Regular
32.3,52.4,24.4,30.9,27.7,6.5,0.95,Buena
21.9,48.7,3.6,7.0,25.1,1.1,0.99,Excelente
19.7,39.9,2.0,6.8,28.4,7.6,1.14,Excelente
25.9,70.2,16.7,27.6,26.2,8.6,2.03,Buena
32.2,66.6,8.3,19.7,23.5,13.2,1.08,Excelente
34.7,72.0,9.7,33.5,33.9,13.2,2.3,Excelente
26.7,51.8,1.3,7.9,22.3,5.0,0.97,Excelente
36.8,89.3,9.3,17.3,29.2,14.7,1.62,Excelente
26.2,70.8,6.5,12.7,19.0,2.6,1.01,Excelente
36.2,73.7,9.6,32.4,41.4,25.5,1.97,Excelente
28.1,47.9,2.7,6.7,26.0,8.3,1.03,Excelente
24.5,56.2,24.6,29.6,13.5,4.3,0.93,Buena
25.6,46.5,0.6,8.1,27.8,3.9,1.1,Excelente
34.7,97.6,6.1,19.6,23.1,19.6,2.12,Excelente
30.5,57.3,8.7,14.8,26.1,4.1,0.87,Excelente
23.5,55.1,6.0,11.8,16.6,6.6,1.04,Excelente
32.3,83.0,10.2,15.1,27.0,12.7,1.45,Excelente
29.9,107.5,33.5,52.1,27.7,17.6,2.42,Buena
28.0,56.8,5.2,8.9,26.6,8.6,1.04,Excelente
29.0,90.6,24.2,30.3,31.4,9.4,1.38,Buena
39.0,90.6,55.4,67.5,23.6,16.3,2.13,Regular
35.1,85.7,19.7,26.3,24.1,9.9,1.45,Buena
23.4,68.0,5.5,10.6,25.5,2.0,1.09,Excelente
34.7,77.0,10.7,26.5,19.8,21.3,2.12,Excelente
17.0,47.4,10.1,16.5,24.7,2.7,1.02,Excelente
35.0,56.0,23.4,27.1,32.7,11.5,1.62,Buena
25.1,50.6,1.0,4.6,21.6,6.2,1.1,Excelente
28.4,66.1,5.6,9.5,18.9,3.6,0.97,Excelente
26.6,40.2,3.8,5.8,14.9,1.3,0.88,Excelente
25.4,78.6,4.1,6.7,21.3,9.1,1.4,Excelente
27.9,56.7,0.7,6.0,14.5,5.9,1.1,Excelente
34.9,86.4,9.2,28.0,36.9,9.0,2.08,Excelente
42.6,92.1,2.9,12.8,34.5,12.0,2.06,Excelente
40.6,90.4,67.5,85.6,30.3,16.1,2.32,Mala
33.8,86.2,0.4,12.2,31.1,3.2,2.06,Excelente
25.7,70.3,0.7,5.4,14.0,10.0,0.91,Excelente
28.1,78.4,26.9,33.2,21.9,5.0,0.77,Buena
24.2,41.9,2.4,6.5,17.9,6.8,0.88,Excelente
33.8,81.1,7.3,21.3,38.8,22.0,2.35,Excelente
23.7,73.3,4.7,19.0,23.0,8.4,1.4,Excelente
31.0,78.0,1.5,5.7,20.0,4.7,1.02,Excelente
19.4,62.0,13.7,20.1,15.0,5.5,1.11,Buena
48.8,74.5,14.0,35.7,39.0,13.8,2.63,Buena
27.6,66.9,47.1,60.3,32.4,14.0,2.2,Regular
24.9,46.1,3.2,10.4,16.9,4.1,0.94,Excelente
42.5,100.6,38.5,52.1,41.3,32.1,2.45,Regular
25.0,48.9,1.8,7.0,17.5,4.1,0.83,Excelente
24.0,70.5,1.1,4.1,19.1,7.1,1.03,Excelente
27.7,72.6,99.7,102.3,31.2,7.1,1.21,Mala
26.1,48.2,15.7,16.5,17.1,5.3,0.94,Buena
34.8,54.9,13.2,18.9,20.1,11.0,1.63,Buena
35.1,65.7,26.8,41.9,32.5,21.7,1.92,Buena
25.5,68.2,20.4,23.5,13.9,3.2,0.96,Buena
24.5,44.8,21.1,29.1,23.9,6.7,0.95,Buena
40.9,78.5,1.7,21.6,39.6,25.9,2.8,Excelente
24.5,78.6,19.2,25.8,13.5,3.1,0.93,Buena
29.3,73.7,1.5,1.9,13.1,3.5,1.07,Excelente
29.5,69.6,17.5,26.1,12.0,4.8,1.14,Buena
32.6,63.8,4.6,21.9,20.9,14.5,1.6,Excelente
39.4,69.0,7.3,27.6,36.2,4.2,2.19,Excelente
25.0,59.9,1.0,5.4,22.6,5.0,1.15,Excelente
31.9,93.9,32.7,44.6,38.8,16.7,2.52,Buena
28.6,45.2,6.2,11.4,24.0,3.6,0.93,Excelente
34.7,63.4,79.7,92.0,29.9,4.0,1.36,Mala
33.5,79.9,6.8,17.6,33.0,18.3,1.78,Excelente
38.1,80.9,20.4,53.0,39.5,26.8,2.27,Buena
28.4,77.5,39.0,55.4,24.2,7.4,2.06,Regular
26.3,62.6,1.1,9.1,15.1,8.7,1.08,Excelente
24.4,77.2,12.4,17.7,17.8,6.2,0.94,Buena
29.9,57.9,7.3,9.9,22.6,3.8,1.05,Excelente
23.2,61.9,0.9,6.1,26.6,3.9,0.99,Excelente
49.0,93.1,12.4,39.7,37.1,24.6,2.66,Buena
22.9,80.0,12.1,18.3,23.8,2.5,1.09,Buena
30.3,88.5,23.4,35.8,19.3,6.5,1.37,Buena
25.8,68.6,18.1,26.0,25.7,5.7,0.81,Buena
34.7,94.5,12.3,31.9,39.8,20.2,1.58,Buena
28.8,75.2,8.8,15.5,25.4,7.3,1.26,Excelente
39.5,88.6,48.6,71.0,27.2,21.2,2.43,Regular
25.3,61.9,21.7,28.6,11.2,0.2,0.99,Buena
26.1,51.8,2.7,4.5,18.1,4.9,0.94,Excelente
35.1,81.5,1.7,10.9,29.1,11.0,1.48,Excelente
26.0,39.5,0.3,9.2,23.1,8.1,0.96,Excelente
17.8,84.3,7.5,23.0,27.7,7.9,1.35,Excelente
45.6,98.3,28.0,43.8,32.1,14.9,2.18,Buena
33.1,72.7,60.7,73.6,45.6,7.6,1.91,Mala
33.9,65.9,11.6,23.8,25.1,11.2,1.13,Excelente
25.3,55.4,7.3,13.2,18.5,3.3,0.89,Excelente
23.6,60.7,2.9,6.9,15.8,3.0,1.09,Excelente
35.8,90.0,9.0,27.5,37.6,17.1,2.02,Excelente
37.1,74.0,3.1,24.9,42.6,10.6,2.08,Excelente
29.7,77.9,1.4,16.2,37.0,11.2,2.52,Excelente
17.6,72.9,14.1,14.9,26.3,6.4,0.87,Buena
20.3,44.4,1.7,11.6,18.2,3.4,1.16,Excelente
29.3,44.4,1.4,5.7,14.4,2.3,0.98,Excelente
36.3,88.7,13.5,25.7,29.9,6.7,2.02,Buena
33.0,73.5,14.2,21.9,33.5,3.3,1.55,Buena
26.8,76.2,48.1,54.3,24.5,4.6,1.58,Desconocido
21.5,59.8,8.6,12.6,20.3,5.5,1.08,Excelente
31.1,52.6,23.6,27.8,26.9,4.3,1.56,Buena
30.1,72.0,14.4,19.7,22.7,10.7,1.46,Buena
37.5,64.7,3.5,18.5,25.1,15.9,1.7,Excelente
30.3,49.2,50.9,61.1,28.2,6.6,1.39,Regular
41.4,93.0,30.7,45.3,40.3,12.5,1.63,Buena
25.7,57.2,7.5,14.7,14.8,2.6,1.08,Excelente
24.1,68.0,2.6,4.7,25.2,8.5,1.18,Excelente
26.1,71.3,13.6,17.4,18.2,8.2,0.92,Buena
29.2,61.8,7.6,10.4,26.9,4.4,0.95,Excelente
29.2,55.5,43.3,46.8,24.0,8.7,1.53,Regular
27.8,83.6,23.7,37.3,26.1,8.2,1.22,Buena
26.5,69.9,31.7,46.0,21.4,17.2,1.64,Buena
26.4,74.5,23.1,25.7,15.3,5.8,1.03,Buena
33.3,98.7,20.9,36.7,35.1,16.0,1.73,Buena
40.8,91.2,84.9,91.3,46.5,27.7,2.37,Mala
27.8,75.4,8.9,20.8,33.6,4.1,1.31,Excelente
21.5,52.5,4.3,13.9,30.0,12.6,1.42,Excelente
26.3,64.6,0.6,5.1,14.2,3.4,0.98,Excelente
24.8,47.8,37.0,40.9,19.6,6.1,0.93,Regular
25.3,49.4,19.5,32.0,24.9,7.2,1.73,Buena
29.5,83.3,82.2,107.5,25.3,29.0,2.41,Mala
18.9,43.7,3.3,12.7,25.7,5.8,1.78,Excelente
38.8,90.8,12.6,20.3,29.3,8.3,1.57,Buena
40.1,95.2,11.5,30.1,34.8,18.6,1.88,Excelente
21.7,51.6,7.1,9.7,21.9,2.7,0.96,Excelente
22.9,61.9,41.1,54.6,27.5,3.4,1.79,Desconocido
32.0,50.1,22.7,41.3,22.5,15.1,1.62,Buena
21.7,65.2,26.3,33.3,13.9,2.5,0.96,Buena
29.3,86.8,62.8,74.6,23.6,13.1,1.62,Mala
23.0,41.1,24.8,28.1,18.7,3.4,0.94,Buena
29.4,70.2,28.5,43.5,25.2,17.5,2.04,Buena
24.7,73.9,8.1,16.0,26.4,5.1,0.98,Excelente
33.9,94.5,16.6,42.2,41.7,18.5,2.4,Buena
26.5,67.6,18.4,29.0,40.0,12.3,2.17,Buena
30.5,71.8,26.3,33.4,14.4,8.5,1.11,Buena
34.0,82.8,173.2,190.0,26.4,14.1,2.3,Muy Mala
30.9,87.1,17.6,32.2,42.7,19.2,1.88,Buena
23.3,58.4,1.6,7.3,21.4,4.0,1.08,Excelente
28.1,76.8,25.4,39.5,15.9,11.1,1.46,Buena
47.1,109.1,7.8,21.9,36.6,27.1,2.72,Excelente
30.5,48.5,4.9,8.0,17.4,3.9,0.95,Excelente
24.9,83.7,12.1,20.4,30.8,7.6,1.3,Buena
31.6,76.0,3.8,12.5,19.3,6.5,1.56,Excelente
30.6,100.8,40.0,65.9,39.0,30.7,3.19,Regular
26.3,59.4,3.9,7.0,18.1,7.7,1.05,Excelente
31.5,76.0,3.3,10.1,32.2,9.5,1.44,Excelente
24.2,42.1,1.7,7.3,14.0,8.2,1.13,Excelente
36.5,86.5,31.4,43.0,44.1,10.9,2.64,Buena
29.6,44.0,3.6,10.2,22.3,7.5,1.11,Excelente
33.4,63.9,6.2,10.6,35.0,15.7,1.84,Excelente
25.9,78.0,2.0,8.2,17.3,6.3,1.01,Excelente
26.4,61.8,41.4,52.3,23.2,2.3,1.74,Regular
33.1,80.3,28.6,49.4,27.8,15.3,1.46,Buena
21.4,49.2,5.4,12.6,20.1,4.1,1.08,Excelente
23.6,47.9,4.4,9.8,18.4,4.3,0.95,Excelente
30.6,49.5,26.5,30.3,16.7,5.6,1.02,Buena
25.0,56.6,3.9,10.9,16.5,4.0,1.06,Excelente
18.0,44.7,18.5,22.8,21.2,9.6,0.99,Buena
24.8,73.6,10.8,13.4,22.1,3.7,1.16,Excelente
47.5,101.4,137.0,157.7,50.1,16.5,2.37,Mala
42.9,80.5,3.8,7.1,24.0,9.4,1.3,Excelente
24.2,56.4,2.5,12.0,11.7,3.2,0.98,Excelente
33.0,68.5,2.3,13.4,31.0,12.8,1.34,Excelente
25.5,69.6,8.1,13.5,14.5,7.5,1.12,Excelente
35.1,69.4,3.0,3.7,34.9,17.7,1.66,Excelente
32.6,59.4,7.2,21.8,31.3,8.6,1.44,Excelente
29.2,65.3,5.7,17.2,33.5,17.0,1.54,Excelente
26.1,76.9,9.2,15.5,24.2,9.9,1.19,Excelente
23.0,69.6,12.6,18.1,25.6,6.1,1.24,Buena
20.4,45.9,4.5,3.2,24.2,6.3,0.9,Excelente
44.4,99.7,1.9,4.2,33.4,6.3,2.88,Excelente
40.0,71.3,0.5,4.4,14.5,16.1,1.41,Excelente
25.5,81.0,1.1,9.9,31.2,12.3,1.77,Excelente
28.2,63.8,2.4,7.5,20.9,6.8,0.83,Excelente
32.9,47.3,37.9,46.2,20.1,3.9,1.47,Regular
29.8,73.1,4.7,12.9,23.1,12.2,1.44,Excelente
29.7,53.0,18.0,30.5,27.8,8.6,1.36,Buena
36.2,80.6,13.9,22.0,28.7,13.3,1.56,Buena
24.2,51.8,13.9,20.7,24.5,4.8,1.02,Buena
33.7,91.2,17.2,29.0,25.1,12.0,1.43,Buena
30.4,59.1,3.9,14.9,28.9,12.3,1.67,Excelente
24.8,57.8,8.8,10.5,15.3,4.6,1.05,Excelente
17.2,75.7,22.8,29.4,23.7,2.3,1.11,Buena
28.2,71.4,9.2,25.5,34.0,6.2,2.35,Excelente
32.4,62.9,7.7,19.6,28.3,6.7,1.38,Excelente
25.4,54.5,4.0,9.8,14.8,6.6,1.02,Excelente
25.4,62.6,4.2,7.4,18.3,4.5,1.03,Excelente
20.5,71.3,4.6,9.7,19.5,7.4,1.07,Excelente
25.0,81.3,4.3,7.8,23.1,6.7,1.14,Excelente
29.8,76.4,3.5,8.2,22.1,4.9,0.93,Excelente
29.4,50.2,0.5,13.4,23.4,7.9,1.64,Excelente
32.2,58.7,5.0,15.0,33.9,7.3,1.64,Excelente
18.6,75.3,3.5,10.0,11.6,2.6,0.98,Excelente
39.9,83.6,11.8,39.4,46.9,27.6,1.9,Excelente
21.9,52.7,7.3,13.7,26.9,5.8,1.16,Excelente
34.0,75.9,10.0,18.0,30.4,5.2,1.57,Excelente
24.1,72.6,15.9,18.3,14.8,4.3,1.15,Buena
24.6,55.1,2.8,9.7,19.9,7.0,0.93,Excelente
25.8,89.6,3.6,6.3,18.1,10.7,1.59,Excelente
24.8,67.2,20.9,23.5,22.0,5.8,0.92,Buena
35.4,81.5,4.6,17.8,37.6,11.7,1.9,Excelente
21.8,71.2,17.0,21.4,20.4,8.4,0.92,Buena
24.2,59.3,5.4,7.7,28.5,4.2,0.99,Excelente
38.3,58.4,86.6,92.8,31.4,10.0,1.66,Mala
27.8,86.2,4.0,17.4,22.2,11.0,1.57,Excelente
33.8,72.1,3.7,18.3,29.7,6.8,1.16,Excelente
30.9,90.7,38.7,52.0,37.0,3.6,1.65,Regular
24.9,74.3,12.8,15.1,19.2,7.2,0.96,Buena
25.3,45.0,15.5,21.4,22.5,4.9,1.02,Buena
30.9,57.8,15.3,28.1,26.5,10.6,1.35,Buena
21.0,48.0,10.5,14.3,22.3,6.9,1.08,Excelente
29.3,50.0,31.7,36.7,33.8,8.5,1.46,Buena
27.0,54.9,1.5,5.6,16.1,3.5,0.96,Excelente
37.8,77.8,7.1,22.8,32.2,6.8,1.59,Excelente
33.5,78.0,9.1,30.0,38.1,10.9,2.08,Excelente
36.9,83.1,8.9,34.8,52.1,1.5,2.89,Excelente
29.0,51.2,7.6,16.0,30.6,15.2,1.48,Excelente
25.9,62.2,6.7,11.0,24.7,2.6,1.07,Excelente
34.0,64.2,14.6,32.3,47.4,8.8,1.47,Buena
24.3,61.4,16.6,22.3,13.5,3.7,1.04,Buena
26.0,54.6,3.9,10.0,23.6,4.3,1.11,Excelente
29.4,53.6,5.6,15.9,28.9,8.5,1.61,Excelente
27.5,66.2,1.8,7.0,27.2,7.3,1.06,Excelente
23.1,64.3,3.9,18.3,29.5,13.8,1.5,Excelente
22.2,61.2,2.4,5.8,21.6,3.8,1.13,Excelente
34.9,69.9,10.7,17.5,23.0,12.0,1.28,Excelente
23.8,88.2,4.5,18.4,30.8,18.0,1.94,Excelente
26.8,79.8,15.1,33.0,28.6,14.6,1.56,Buena
24.6,47.1,17.3,23.0,14.8,5.5,1.05,Buena
40.7,108.7,41.1,79.6,38.8,21.0,2.07,Regular
26.0,72.8,3.4,10.2,25.1,-0.2,1.05,Excelente
22.1,53.1,4.0,9.9,19.3,6.0,1.03,Excelente
27.4,41.0,12.9,18.9,23.7,4.2,1.01,Buena
28.8,59.9,17.0,23.5,34.5,23.5,1.63,Buena
36.6,69.9,46.0,59.1,46.1,6.6,1.84,Regular
33.7,85.0,5.4,21.5,34.2,9.5,1.1,Excelente
20.5,47.4,1.4,6.6,17.7,6.6,1.08,Excelente
30.8,60.8,12.6,21.9,21.1,7.1,1.33,Buena
36.8,60.0,10.1,30.6,27.6,8.9,1.73,Excelente
25.4,74.3,6.0,7.1,19.9,4.2,1.09,Excelente
32.9,84.6,4.3,1.9,29.8,3.9,1.87,Excelente
27.1,63.0,1.7,5.2,25.0,4.9,1.02,Excelente
28.1,69.0,0.5,2.8,19.5,6.9,1.06,Excelente
26.0,63.6,26.7,44.6,27.6,6.8,1.38,Buena
26.3,60.5,10.0,18.9,24.6,3.7,0.97,Excelente
32.8,53.2,8.1,24.5,26.3,11.2,1.61,Excelente
33.3,98.3,36.1,67.4,50.4,2.1,2.52,Regular
32.2,103.1,31.8,39.9,34.3,7.3,1.58,Buena
37.0,76.1,131.3,145.5,57.3,24.3,2.94,Mala
23.2,73.3,0.4,16.2,26.7,7.7,1.93,Excelente
30.5,76.0,30.7,48.8,25.3,3.3,1.56,Buena
30.9,82.0,58.6,79.4,36.7,12.1,2.38,Mala
29.9,68.7,0.5,7.0,11.9,7.5,0.87,Excelente
28.9,48.7,12.1,18.5,20.3,6.4,1.03,Buena
41.5,96.7,30.7,47.9,34.0,15.8,2.02,Buena
38.9,66.7,49.1,54.0,26.6,16.7,2.39,Regular
24.7,85.3,10.8,24.6,39.9,9.7,2.08,Excelente
40.9,75.9,80.5,74.7,34.0,27.4,3.48,Mala
25.0,67.9,37.7,41.8,28.7,3.5,1.59,Regular
30.4,64.0,9.3,10.3,35.0,4.9,1.57,Excelente
25.7,51.5,27.7,30.9,15.1,6.7,1.02,Buena
36.0,97.3,11.0,20.8,28.5,20.7,1.87,Excelente
27.3,43.5,36.1,38.6,21.8,7.2,1.06,Regular
26.3,45.3,5.8,14.0,18.3,2.8,0.96,Excelente
17.4,45.0,1.8,5.9,20.4,5.7,0.86,Excelente
36.0,43.9,64.7,76.1,31.1,7.7,1.34,Mala
30.7,80.4,5.4,12.4,24.5,12.9,1.22,Excelente
20.4,69.8,37.4,42.3,17.5,3.2,0.86,Regular
32.2,91.3,0.3,26.5,19.7,27.9,1.88,Excelente
37.0,74.4,89.9,114.3,28.0,15.4,1.85,Mala
21.8,77.8,4.0,9.1,15.5,8.4,0.98,Excelente
34.3,89.5,9.4,15.6,28.4,9.4,1.48,Excelente
32.2,76.4,0.0,10.3,24.0,11.0,1.49,Excelente
20.4,92.4,1.0,19.5,36.5,22.6,2.62,Excelente
27.7,76.8,5.8,13.6,24.4,4.5,0.92,Excelente
27.9,82.5,8.3,24.2,29.0,9.4,1.78,Excelente
26.1,54.2,15.8,21.1,15.3,5.2,0.98,Buena
27.3,72.6,2.7,8.0,13.3,5.3,1.19,Excelente
23.7,67.3,10.3,17.7,24.6,2.6,1.01,Excelente
32.8,96.0,26.5,42.4,29.4,15.2,3.07,Buena
23.3,57.5,90.3,114.3,27.7,26.6,2.15,Mala
25.1,60.1,3.7,9.4,11.5,6.5,0.77,Excelente
23.1,57.1,1.0,6.9,22.8,5.6,0.94,Excelente
34.4,90.8,12.5,27.0,29.4,9.8,1.47,Buena
27.4,67.2,86.2,86.5,18.8,9.9,1.29,Mala
24.5,61.3,1.7,5.2,22.3,4.8,0.97,Excelente
25.3,88.7,50.1,65.4,39.0,16.6,1.98,Regular
45.9,66.1,2.5,19.2,33.8,27.7,2.12,Excelente
36.7,71.8,47.7,56.7,28.8,18.0,1.57,Regular
43.2,72.5,13.6,41.5,37.6,24.4,2.79,Buena
29.8,80.8,10.4,14.9,17.1,-0.4,1.53,Excelente
28.8,74.7,30.4,35.4,22.5,5.4,1.91,Buena
25.4,75.4,33.4,35.5,31.4,9.4,1.8,Buena
29.9,63.3,3.8,16.0,24.2,7.9,1.42,Excelente
30.3,72.5,5.7,11.2,16.6,4.4,1.21,Excelente
22.7,68.4,3.2,7.7,15.6,7.1,1.05,Excelente
18.4,60.6,3.0,8.4,16.6,7.3,1.04,Excelente
23.6,68.7,8.3,13.7,19.7,4.1,0.95,Excelente
27.1,66.5,14.8,29.8,35.6,15.6,1.99,Buena
38.5,79.8,70.6,88.1,36.1,9.8,1.86,Mala
30.4,60.1,0.9,14.1,27.2,12.1,1.26,Excelente
27.3,45.8,3.8,7.8,19.3,7.1,0.99,Excelente
43.3,62.8,8.0,21.7,31.1,10.2,2.51,Excelente
28.9,49.4,12.9,18.5,18.5,4.7,0.89,Buena
38.1,63.0,41.2,57.7,30.5,24.3,2.38,Regular
36.5,81.6,6.1,19.4,29.0,20.5,1.92,Excelente
26.0,64.5,10.4,15.5,25.2,3.1,0.98,Excelente
38.2,82.1,8.4,26.5,24.6,7.4,2.6,Excelente
24.4,75.5,16.1,20.4,25.3,5.1,0.86,Buena
29.2,45.9,1.9,10.9,29.4,5.5,1.1,Excelente
27.4,67.4,10.8,32.6,51.6,25.2,2.88,Excelente
25.0,72.6,1.5,6.9,19.0,5.7,0.94,Excelente
22.0,51.9,5.5,9.8,15.0,7.3,0.88,Excelente
46.8,91.0,0.2,17.0,55.2,19.5,2.36,Buena
27.1,63.0,15.9,18.5,15.7,6.9,0.96,Buena
30.8,55.6,15.0,22.3,22.0,15.9,1.64,Buena
27.8,67.1,0.4,4.6,22.4,4.3,1.05,Excelente
30.7,64.6,7.9,23.1,30.7,19.0,1.39,Excelente
24.0,68.7,18.6,31.1,30.6,7.3,1.44,Buena
25.3,75.6,2.8,5.9,23.8,6.4,1.12,Excelente
40.6,93.3,21.5,48.7,19.0,14.2,1.85,Buena
34.4,65.1,48.4,58.5,29.6,7.8,1.27,Regular
34.0,58.3,36.6,52.4,28.4,5.3,1.49,Regular
28.5,49.4,1.0,5.9,16.6,5.6,0.93,Excelente
30.6,51.1,8.3,10.1,23.1,5.7,1.11,Excelente
30.0,89.0,9.2,30.2,29.7,17.5,1.83,Excelente
27.8,47.6,31.6,35.3,21.8,6.4,1.13,Buena
21.0,44.0,2.6,8.8,25.2,5.7,0.95,Excelente
25.6,57.7,10.0,15.8,22.1,2.5,0.98,Excelente
23.8,67.9,15.3,19.2,25.0,5.1,0.97,Buena
25.2,71.3,30.4,36.0,14.7,4.8,0.94,Buena
35.2,71.8,12.2,25.7,28.0,7.1,1.27,Buena
33.8,89.3,14.1,25.3,23.0,11.3,1.33,Buena
25.5,47.4,9.5,8.9,25.2,5.9,1.24,Excelente
31.7,75.7,29.7,43.1,19.5,2.2,1.25,Buena
38.7,116.9,33.1,53.6,46.0,26.2,2.46,Buena
31.2,93.7,6.3,10.9,19.0,14.2,1.51,Excelente
27.3,74.8,10.3,10.9,14.2,6.3,1.04,Excelente
26.1,46.8,7.8,14.1,24.9,4.6,1.03,Excelente
47.8,70.2,35.4,55.1,35.3,22.9,2.07,Buena
50.6,96.3,42.0,61.6,33.6,33.9,1.97,Regular
31.9,77.1,7.3,16.9,25.4,11.3,1.56,Excelente
25.0,45.7,0.1,3.6,14.3,7.9,1.03,Excelente
39.3,74.8,28.1,49.3,33.0,21.3,1.84,Buena
27.6,51.2,7.0,14.8,19.6,6.1,0.98,Excelente
22.5,43.6,11.8,16.3,13.2,5.4,0.99,Excelente
22.8,65.3,6.6,13.3,14.7,6.7,1.03,Excelente
38.8,60.7,0.3,16.0,35.3,24.9,2.0,Excelente
21.2,55.6,3.4,5.4,25.2,2.8,0.88,Excelente
27.2,82.5,18.7,37.1,32.5,14.5,1.96,Buena
24.5,59.1,35.9,46.4,36.8,22.7,1.83,Regular
30.2,48.6,6.9,15.8,19.7,9.4,1.57,Excelente
55.0,63.0,29.4,49.3,35.5,25.7,2.49,Buena
24.9,76.2,49.0,54.7,13.8,10.5,1.3,Desconocido
28.7,58.3,32.9,45.6,26.7,13.6,1.6,Buena
26.3,80.1,3.2,9.7,20.2,6.0,1.03,Excelente
20.6,63.5,14.1,23.5,30.0,8.3,1.54,Buena
33.1,66.1,21.1,41.6,27.9,17.7,2.23,Buena
42.4,97.9,28.0,53.6,36.9,29.4,1.72,Buena
34.0,83.1,10.5,25.8,22.6,5.7,1.28,Excelente
34.7,61.0,9.4,29.9,22.0,18.7,1.7,Excelente
28.7,53.9,18.3,20.4,25.7,7.5,0.98,Buena
28.1,85.3,1.6,18.3,32.0,7.5,1.37,Excelente
27.9,76.5,4.0,10.1,11.6,4.2,1.12,Excelente
18.5,61.3,5.6,8.9,21.5,7.2,0.86,Excelente
19.2,51.9,6.3,10.6,20.9,7.7,1.1,Excelente
23.0,65.6,3.9,8.2,23.8,5.8,1.08,Excelente
40.1,93.5,51.1,54.6,27.7,13.8,2.16,Desconocido
20.2,54.9,10.9,16.6,12.1,7.8,1.14,Excelente
24.7,43.2,5.3,11.2,13.7,1.4,1.01,Excelente
26.6,58.5,30.6,34.3,25.2,3.7,1.04,Buena
36.8,87.2,41.4,57.0,35.9,20.6,1.7,Regular
32.3,74.5,7.4,9.9,24.2,17.8,1.67,Excelente
27.6,51.7,16.9,24.5,19.4,6.1,0.81,Buena
30.2,70.3,4.3,17.1,17.9,14.7,1.41,Excelente
40.0,63.2,14.9,24.0,27.4,7.0,1.51,Buena
24.1,70.4,8.1,15.7,21.7,3.4,1.04,Excelente
39.0,92.4,1.7,3.6,31.7,4.8,1.19,Excelente
19.3,41.7,15.2,21.3,21.5,7.6,0.85,Buena
26.6,44.6,16.5,21.6,17.1,6.6,0.98,Buena
33.7,80.9,9.6,26.4,30.5,22.0,2.76,Excelente
18.6,49.8,14.0,18.6,23.3,4.4,0.77,Buena
34.6,67.9,29.7,53.8,28.9,18.9,2.55,Buena
21.8,60.7,0.0,4.6,22.3,3.9,1.04,Excelente
21.3,63.9,6.1,8.0,25.7,15.7,1.35,Excelente
28.7,45.3,42.8,47.4,11.7,2.9,1.04,Regular
28.9,52.7,0.3,6.5,15.7,5.7,1.14,Excelente
57.8,108.4,3.1,11.2,51.5,19.4,2.08,Excelente
22.9,78.5,6.7,9.7,15.9,2.2,0.99,Excelente
27.4,54.4,6.2,10.0,24.7,4.2,0.92,Excelente
22.6,66.2,3.1,8.0,16.8,7.1,0.84,Excelente
27.0,58.1,8.5,12.2,25.8,5.5,0.99,Excelente
28.1,78.1,30.4,38.6,33.9,7.9,1.35,Buena
34.3,99.6,14.3,24.7,32.2,13.6,1.89,Buena
38.6,92.3,37.8,55.3,40.9,16.3,2.65,Regular
