PM10,"PM2,5",NO2,O3,HUMEDAD,LLUVIA,TEMPERATURA,VEL.VIENTO,DIR. VIENTO,ICA_PM2.5,ICA_PM10,ICA_NO2,ICA_O3,Calidad_Aire
25.860000000000003,11.38,19.6636,6.36958,75.2,0.0,21.56,0.996,261.228,Buena,Buena,Buena,Buena,Buena
21.5,10.16,16.5066,9.52282,74.14000000000001,0.0,21.28,0.728,259.028,Buena,Buena,Buena,Buena,Buena
25.42,11.06,16.8674,4.37834,76.3,0.0,20.94,0.74,218.148,Buena,Buena,Buena,Buena,Buena
28.860000000000003,13.2,16.596799999999998,3.1713800000000005,79.96000000000001,0.0,20.52,0.8320000000000001,208.432,Regular,Buena,Buena,Buena,Regular
41.12,14.72,18.400800000000004,5.10024,80.08,0.0,20.360000000000003,0.7160000000000001,232.164,Regular,Buena,Buena,Buena,Regular
52.31999999999999,15.06,19.9342,4.272780000000001,73.35999999999999,0.0,21.74,1.028,221.516,Regular,Buena,Buena,Buena,Regular
37.64,14.779999999999998,20.9264,10.66602,63.6,0.0,24.360000000000003,0.8800000000000001,318.65200000000004,Regular,Buena,Buena,Buena,Regular
36.38,14.78,24.4442,38.38152,55.720000000000006,0.0,26.48,1.092,216.68,Regular,Buena,Buena,Buena,Regular
30.360000000000003,13.079999999999998,11.726,46.56284,47.72,0.0,28.24,1.2040000000000002,236.004,Regular,Buena,Buena,Buena,Regular
29.059999999999995,12.98,11.1848,46.92,45.46,0.0,29.28,0.8640000000000001,289.572,Regular,Buena,Buena,Buena,Regular
26.9,11.0,9.019999999999998,34.11,50.3,0.0,28.98,1.172,269.444,Buena,Buena,Buena,Buena,Buena
24.200000000000003,9.18,6.945399999999999,33.75,54.11999999999999,0.0,28.360000000000003,1.36,292.768,Buena,Buena,Buena,Buena,Buena
20.76,7.8,5.0512,33.2,54.92,0.0,27.82,1.408,233.708,Buena,Buena,Buena,Buena,Buena
18.72,7.640000000000001,5.6826,31.81,57.7,0.0,27.18,1.384,217.34,Buena,Buena,Buena,Buena,Buena
21.16,8.2,9.471,25.8951,61.14,0.0,25.860000000000003,1.392,223.796,Buena,Buena,Buena,Buena,Buena
22.34,9.580000000000002,15.514399999999998,28.08042,63.7,0.0,25.1,1.22,221.648,Buena,Buena,Buena,Buena,Buena
26.22000000000001,10.34,27.511000000000003,31.22112,62.38,0.0,24.76,1.1720000000000002,175.204,Buena,Buena,Buena,Buena,Buena
37.5,12.82,33.9152,16.43112,63.8,0.0,24.540000000000003,0.98,199.024,Regular,Buena,Buena,Buena,Regular
51.36,15.54,38.335,14.35,65.78,0.0,24.0,1.148,206.688,Regular,Buena,Buena,Buena,Regular
49.5,15.579999999999998,42.1234,16.68112,64.96,0.0,24.06000000000001,0.868,180.728,Regular,Buena,Buena,Buena,Regular
44.28,14.74,39.8684,8.169999999999998,65.1,0.0,23.84,0.8,269.54,Regular,Buena,Buena,Buena,Regular
53.88,18.54,39.237,5.73,69.05999999999999,0.0,23.1,0.976,272.804,Regular,Buena,Buena,Buena,Regular
48.78,16.759999999999998,34.727000000000004,7.609999999999999,70.08,0.0,22.56,1.008,250.0480000000001,Regular,Buena,Buena,Buena,Regular
35.88000000000001,13.06,32.3818,5.10708,68.66,0.0,22.66,0.8160000000000001,265.444,Regular,Buena,Buena,Buena,Regular
30.98,11.76,20.114600000000003,10.85,69.97999999999999,0.0,22.46,0.744,251.32800000000003,Buena,Buena,Buena,Buena,Buena
23.48,9.5,22.3696,12.1726,72.35999999999999,0.0,22.140000000000004,0.688,254.432,Buena,Buena,Buena,Buena,Buena
28.08,12.32,19.4832,11.34424,74.48,0.0,21.62,0.8,225.396,Regular,Buena,Buena,Buena,Regular
27.68,12.720000000000002,20.746,9.92062,75.88000000000001,0.0,21.32,0.8,236.448,Regular,Buena,Buena,Buena,Regular
26.56,10.82,19.5734,11.92668,77.14000000000001,0.0,20.9,0.728,232.952,Buena,Buena,Buena,Buena,Buena
64.46000000000001,13.739999999999998,25.0756,5.11136,74.83999999999999,0.0,21.54,0.844,250.308,Regular,Regular,Buena,Buena,Regular
42.14,15.02,25.707,8.3829,69.94000000000001,0.0,22.879999999999995,0.904,254.44,Regular,Buena,Buena,Buena,Regular
42.8,15.28,22.3696,21.4644,65.75999999999999,0.0,24.000000000000004,1.0559999999999998,266.992,Regular,Buena,Buena,Buena,Regular
41.2,14.8,28.9542,42.72,55.620000000000005,0.0,26.360000000000003,1.336,249.608,Regular,Buena,Buena,Buena,Regular
39.8,14.38,16.4164,61.16,50.0,0.0,27.7,1.332,190.564,Regular,Buena,Buena,Regular,Regular
34.18,13.28,17.6792,65.62,43.56,0.0,29.42,1.136,216.508,Regular,Buena,Buena,Regular,Regular
37.42,11.82,10.7338,39.84,57.86,0.0,27.56,1.028,269.76399999999995,Buena,Buena,Buena,Buena,Buena
27.3,10.06,8.4788,29.457300000000004,65.79999999999998,0.0,25.62,1.1840000000000002,261.104,Buena,Buena,Buena,Buena,Buena
19.54,8.46,6.1336,29.96524,67.64,0.0,25.14,1.456,263.444,Buena,Buena,Buena,Buena,Buena
18.96,8.32,8.7494,33.260000000000005,62.96,0.0,25.82,1.2559999999999998,235.344,Buena,Buena,Buena,Buena,Buena
16.8,7.1,10.9142,28.260440000000003,59.92,0.0,25.48,1.2280000000000002,234.696,Buena,Buena,Buena,Buena,Buena
25.300000000000004,8.16,19.393,30.380000000000003,60.65999999999999,0.0,24.96,1.42,302.548,Buena,Buena,Buena,Buena,Buena
30.7,9.64,31.2994,24.04,65.36,0.0,24.16,1.36,294.17600000000004,Buena,Buena,Buena,Buena,Buena
28.4,10.96,37.7036,20.06,67.86000000000001,0.0,23.62,1.408,312.244,Buena,Buena,Buena,Buena,Buena
31.64,10.96,45.0098,14.06,67.47999999999999,0.0,23.360000000000003,1.396,280.53200000000004,Buena,Buena,Buena,Buena,Buena
33.2,12.18,44.9196,7.43,69.1,0.0,22.880000000000003,1.2760000000000002,293.368,Regular,Buena,Buena,Buena,Regular
39.38,15.2,40.0488,4.15062,72.0,0.0,22.0,1.4,194.132,Regular,Buena,Buena,Buena,Regular
33.96,14.38,34.276,7.78,74.0,0.0,21.4,1.108,263.044,Regular,Buena,Buena,Buena,Regular
30.76,12.54,31.8406,7.141260000000001,75.92,0.0,20.98,1.02,280.79200000000003,Regular,Buena,Buena,Buena,Regular
34.82,15.6,25.8874,6.841259999999999,78.46000000000001,0.0,20.68,1.1,204.3,Regular,Buena,Buena,Buena,Regular
36.760000000000005,15.74,25.3462,4.62,79.22,0.0,20.48,1.0080000000000002,238.216,Regular,Buena,Buena,Buena,Regular
31.24,13.580000000000002,23.452,3.37,79.3,0.0,20.08,1.068,190.632,Regular,Buena,Buena,Buena,Regular
31.160000000000004,12.080000000000002,21.2872,7.61,79.44,0.0,19.72,1.336,252.37600000000003,Regular,Buena,Buena,Buena,Regular
30.812,15.24,22.55,6.461259999999999,79.44000000000001,0.0,19.42,1.22,251.70000000000005,Regular,Buena,Buena,Buena,Regular
33.08,11.24,24.0834,6.62126,71.82000000000001,0.0,21.06,1.476,256.872,Buena,Buena,Buena,Buena,Buena
33.0,13.820000000000002,24.354,14.39908,63.24,0.0,23.48,1.5240000000000002,244.188,Regular,Buena,Buena,Buena,Regular
27.22,12.580000000000002,16.1458,46.4,53.78,0.0,25.76,1.3520000000000003,257.08399999999995,Regular,Buena,Buena,Buena,Regular
23.84,10.1,9.5612,45.23752,49.50000000000001,0.0,27.28,1.736,250.5,Buena,Buena,Buena,Buena,Buena
19.7,8.0,7.1258,37.95,50.84,0.0,27.48,1.5159999999999998,242.66,Buena,Buena,Buena,Buena,Buena
16.46,6.26,6.314,40.63000000000001,48.64,0.0,28.04,1.432,190.7,Buena,Buena,Buena,Buena,Buena
16.82,7.239999999999999,8.2082,33.361459999999994,47.11999999999999,0.0,28.4,1.336,283.768,Buena,Buena,Buena,Buena,Buena
16.8,7.780000000000001,5.5022,53.940000000000005,44.7,0.0,29.180000000000007,1.528,236.5,Buena,Buena,Buena,Buena,Buena
14.279999999999998,6.5,7.27012,51.93892,42.38,0.0,29.5,1.2999999999999998,303.928,Buena,Buena,Buena,Buena,Buena
14.580000000000002,6.5,4.3296,51.07434000000001,47.220000000000006,0.0,28.58,1.652,284.904,Buena,Buena,Buena,Buena,Buena
16.139999999999997,6.279999999999999,6.8552,47.43942,52.42,0.0,27.3,1.424,257.216,Buena,Buena,Buena,Buena,Buena
16.98,6.88,9.741600000000002,39.9,62.14,0.0,25.64,1.312,255.7,Buena,Buena,Buena,Buena,Buena
17.2,7.639999999999999,13.981,33.57,67.12,0.0,24.94,1.644,257.432,Buena,Buena,Buena,Buena,Buena
19.68,8.220000000000002,20.0244,35.480000000000004,69.12,0.0,24.54,1.284,273.384,Buena,Buena,Buena,Buena,Buena
22.62,8.819999999999999,22.55,26.83384,71.4,0.0,24.08,1.2120000000000002,239.324,Buena,Buena,Buena,Buena,Buena
21.42,9.06,19.6636,21.03196,71.47999999999999,0.0,23.82,1.2440000000000002,244.23200000000003,Buena,Buena,Buena,Buena,Buena
22.1,9.320000000000002,15.2438,16.964280000000002,72.55999999999999,0.0,23.56,1.136,239.5,Buena,Buena,Buena,Buena,Buena
20.04,9.22,13.8908,22.00126,73.78,0.0,23.08,1.368,259.91600000000005,Buena,Buena,Buena,Buena,Buena
17.259999999999998,8.82,9.2906,23.0935,76.44,0.0,22.94,1.384,264.212,Buena,Buena,Buena,Buena,Buena
17.44,9.16,7.215999999999999,17.79224,77.69999999999999,0.0,22.74,1.4360000000000002,251.904,Buena,Buena,Buena,Buena,Buena
22.02,11.220000000000002,14.973200000000002,7.87782,79.14,0.0,22.360000000000003,1.3,237.104,Buena,Buena,Buena,Buena,Buena
22.74,11.239999999999998,16.0556,5.028600000000001,77.41999999999999,0.0,22.18,1.004,247.72000000000003,Buena,Buena,Buena,Buena,Buena
20.380000000000003,10.38,13.439800000000002,10.08,79.46,0.06,21.92,0.98,259.684,Buena,Buena,Buena,Buena,Buena
19.44,9.88,12.5378,12.99,85.04,0.1,21.18,0.964,309.14400000000006,Buena,Buena,Buena,Buena,Buena
20.36,10.44,13.8006,10.83,85.85999999999999,0.02,21.2,1.048,275.304,Buena,Buena,Buena,Buena,Buena
20.4,10.16,12.9888,9.49898,80.06,0.04,22.52,1.596,278.248,Buena,Buena,Buena,Buena,Buena
17.839999999999996,8.28,8.6592,15.17276,74.12,0.0,23.380000000000003,1.168,231.276,Buena,Buena,Buena,Buena,Buena
17.32,8.54,8.3886,31.846400000000003,63.04,0.0,25.48,1.292,238.592,Buena,Buena,Buena,Buena,Buena
15.5,7.62,5.5022,37.52998,48.96,0.0,28.18,1.1840000000000002,276.136,Buena,Buena,Buena,Buena,Buena
17.119999999999997,7.7200000000000015,5.0512,40.19,48.4,0.0,28.92,1.3199999999999998,202.02,Buena,Buena,Buena,Buena,Buena
16.28,7.6800000000000015,4.3296,39.37942,53.66,0.0,28.12,1.292,243.516,Buena,Buena,Buena,Buena,Buena
15.4,7.44,3.8786,41.58698,56.21999999999999,0.0,27.46,1.408,109.03600000000002,Buena,Buena,Buena,Buena,Buena
13.84,7.5,5.1414,33.18,53.88000000000001,0.0,27.5,1.404,248.664,Buena,Buena,Buena,Buena,Buena
13.779999999999998,7.280000000000001,5.5924,46.15,55.5,0.0,27.46,1.32,211.22000000000003,Buena,Buena,Buena,Buena,Buena
18.54,8.22,7.757200000000001,36.09524,61.86,0.0,26.32,1.2040000000000002,216.14,Buena,Buena,Buena,Buena,Buena
17.82,8.879999999999999,13.2594,25.60806,66.55999999999999,0.0,25.3,1.316,218.176,Buena,Buena,Buena,Buena,Buena
18.880000000000003,8.72,21.7382,18.9708,69.89999999999999,0.0,24.76,1.16,264.156,Buena,Buena,Buena,Buena,Buena
23.24,9.3,26.7894,10.45758,71.52000000000001,0.0,24.16,1.144,199.916,Buena,Buena,Buena,Buena,Buena
26.32,10.26,29.5856,13.29632,70.83999999999999,0.0,23.72,0.9280000000000002,271.028,Buena,Buena,Buena,Buena,Buena
25.880000000000003,10.32,30.8484,7.76174,71.46,0.0,23.46,1.34,250.808,Buena,Buena,Buena,Buena,Buena
30.999999999999996,11.420000000000002,27.1502,5.8191,72.92,0.0,23.08,1.428,240.55600000000004,Buena,Buena,Buena,Buena,Buena
22.66,9.88,24.1736,5.694520000000001,73.06,0.0,22.62,1.408,214.62,Buena,Buena,Buena,Buena,Buena
28.58,12.46,21.738200000000003,6.176559999999999,75.38,0.0,22.06,1.2360000000000002,220.808,Regular,Buena,Buena,Buena,Regular
21.440000000000005,10.64,19.7538,5.597559999999999,72.8,0.0,22.1,1.784,217.252,Buena,Buena,Buena,Buena,Buena
23.14,10.919999999999998,20.2048,6.53024,73.28,0.0,22.08,1.2840000000000005,225.648,Buena,Buena,Buena,Buena,Buena
24.8,11.12,20.0244,4.6505,74.72,0.0,21.92,1.3280000000000003,171.132,Buena,Buena,Buena,Buena,Buena
30.48,12.48,20.2048,4.83772,76.61999999999999,0.0,21.54,1.396,249.724,Regular,Buena,Buena,Buena,Regular
41.576,17.979999999999997,18.4008,4.01,77.47999999999999,0.0,21.54,1.556,256.2,Regular,Buena,Buena,Buena,Regular
57.6,18.84,21.2872,10.87,74.88,0.0,21.94,1.8240000000000005,184.324,Regular,Regular,Buena,Buena,Regular
60.68000000000001,19.52,25.5266,8.29,72.85999999999999,0.0,22.700000000000003,1.532,253.248,Regular,Regular,Buena,Buena,Regular
53.88,18.98,31.2994,10.1,65.22,0.0,24.5,1.7200000000000002,215.224,Regular,Buena,Buena,Buena,Regular
47.22,17.82,25.707,22.54,57.3,0.0,26.4,1.5800000000000003,211.448,Regular,Buena,Buena,Buena,Regular
34.480000000000004,14.02,21.197000000000003,41.77708,47.98,0.0,28.44,1.948,248.92,Regular,Buena,Buena,Buena,Regular
32.34,13.96,18.491,41.28,42.84,0.0,29.82,1.608,217.676,Regular,Buena,Buena,Buena,Regular
28.18,11.02,11.9966,34.5417,50.78000000000001,0.0,29.04,1.864,232.296,Buena,Buena,Buena,Buena,Buena
22.3,9.14,7.757199999999999,40.39,54.14,0.0,28.22000000000001,1.7680000000000002,240.636,Buena,Buena,Buena,Buena,Buena
20.1,8.919999999999998,8.568999999999999,41.91108,56.5,0.0,27.48,1.6480000000000004,236.408,Buena,Buena,Buena,Buena,Buena
20.96,8.620000000000001,11.0044,44.47108,58.3,0.0,26.9,1.6080000000000003,224.67200000000005,Buena,Buena,Buena,Buena,Buena
20.860000000000003,9.080000000000002,15.2438,27.92,66.14,0.0,25.300000000000004,1.356,216.696,Buena,Buena,Buena,Buena,Buena
24.38,10.2,23.5422,19.17,71.22,0.0,24.520000000000003,1.292,206.024,Buena,Buena,Buena,Buena,Buena
22.64,10.02,26.5188,17.95834,73.04,0.0,24.12,1.132,217.676,Buena,Buena,Buena,Buena,Buena
26.92,10.56,32.2014,17.55278,75.08,0.0,23.5,1.032,237.896,Buena,Buena,Buena,Buena,Buena
31.64,12.079999999999998,29.1346,5.6853,74.84,0.0,23.26,0.904,173.02800000000002,Regular,Buena,Buena,Buena,Regular
31.1,12.08,28.5032,5.64,74.85999999999999,0.0,23.14,0.9720000000000002,140.412,Regular,Buena,Buena,Buena,Regular
21.2,10.739999999999998,13.7104,15.59,75.9,0.0,22.980000000000004,0.996,162.848,Buena,Buena,Buena,Buena,Buena
25.4,11.32,22.550000000000004,5.09,78.58,0.0,22.360000000000003,0.9320000000000002,156.004,Buena,Buena,Buena,Buena,Buena
30.3,12.419999999999998,24.4442,4.5200000000000005,80.28,0.0,21.86,1.044,185.44,Regular,Buena,Buena,Buena,Regular
28.02,12.7,22.1892,4.750000000000001,82.18,0.0,21.42,0.964,118.80000000000004,Regular,Buena,Buena,Buena,Regular
29.3,13.54,20.746,1.7148,83.82000000000001,0.0,21.059999999999995,0.728,215.548,Regular,Buena,Buena,Buena,Regular
30.18,13.68,17.0478,2.34924,83.6,0.0,20.8,0.696,204.86,Regular,Buena,Buena,Buena,Regular
32.620000000000005,13.84,16.3262,4.0686,83.53999999999999,0.0,20.58,0.716,207.088,Regular,Buena,Buena,Buena,Regular
60.78,16.12,19.9342,5.803159999999999,78.0,0.0,21.56,0.828,214.66,Regular,Regular,Buena,Buena,Regular
41.760000000000005,14.84,31.0288,14.35,62.31999999999999,0.0,24.920000000000005,0.924,206.064,Regular,Buena,Buena,Buena,Regular
36.58,14.080000000000002,26.158,26.35,54.67999999999999,0.0,26.9,1.092,228.08,Regular,Buena,Buena,Buena,Regular
29.779999999999998,11.3,15.8752,38.6,45.98,0.0,28.96,1.1200000000000003,256.396,Buena,Buena,Buena,Buena,Buena
28.22,11.48,10.824000000000002,37.87,46.22,0.0,29.4,1.144,203.784,Buena,Buena,Buena,Buena,Buena
22.76,9.04,9.1102,37.510540000000006,51.8,0.0,28.660000000000004,1.148,277.9,Buena,Buena,Buena,Buena,Buena
22.12,9.14,10.9142,34.6854,52.8,0.0,28.320000000000004,1.068,272.832,Buena,Buena,Buena,Buena,Buena
21.34,8.56,8.6592,45.404340000000005,49.00000000000001,0.0,29.26,1.236,238.828,Buena,Buena,Buena,Buena,Buena
22.2,8.4,7.216,44.04748,47.82,0.0,29.440000000000005,0.9200000000000002,255.348,Buena,Buena,Buena,Buena,Buena
21.22,7.979999999999999,8.569,39.67212000000001,54.74,0.0,28.12,1.304,250.04400000000004,Buena,Buena,Buena,Buena,Buena
24.58,9.28,11.1848,37.53208,60.14,0.06,27.14,1.268,251.216,Buena,Buena,Buena,Buena,Buena
25.12,10.46,19.5734,30.2901,65.7,0.0,26.040000000000003,1.112,235.904,Buena,Buena,Buena,Buena,Buena
31.16,12.88,30.7582,19.459340000000005,70.22,0.0,25.3,0.8799999999999999,214.092,Regular,Buena,Buena,Buena,Regular
36.760000000000005,13.5,31.6602,18.15,70.2,0.0,24.58,0.828,276.14399999999995,Regular,Buena,Buena,Buena,Regular
36.82,13.34,28.2326,14.43,72.22,0.0,24.08,0.748,168.132,Regular,Buena,Buena,Buena,Regular
36.56,13.46,31.209200000000003,9.68298,72.28,0.0,23.94,0.736,230.128,Regular,Buena,Buena,Buena,Regular
42.32,15.420000000000002,33.2838,5.523900000000001,73.91999999999999,0.0,23.580000000000005,0.5680000000000001,247.056,Regular,Buena,Buena,Buena,Regular
41.18,16.54,29.9464,4.70768,74.4,0.0,23.22,0.6519999999999999,220.02400000000003,Regular,Buena,Buena,Buena,Regular
30.36,13.3,27.06,6.952400000000003,76.16000000000001,0.0,22.62,0.716,190.068,Regular,Buena,Buena,Buena,Regular
29.9,13.14,21.648,5.6224,77.97999999999999,0.0,21.98,0.712,202.364,Regular,Buena,Buena,Buena,Regular
27.3,12.56,19.4832,4.39618,77.6,0.0,21.76,0.6,224.2,Regular,Buena,Buena,Buena,Regular
26.96,12.439999999999998,20.5656,3.67214,78.5,0.0,21.5,0.9,243.78000000000003,Regular,Buena,Buena,Buena,Regular
30.46,14.220000000000002,20.2048,4.116820000000001,79.96,0.0,21.34,0.8559999999999999,232.352,Regular,Buena,Buena,Buena,Regular
58.66,18.12,21.4676,2.3677,81.05999999999999,0.0,21.020000000000003,0.8680000000000001,209.568,Regular,Regular,Buena,Buena,Regular
59.0,16.580000000000002,23.9932,4.76024,74.82,0.0,22.120000000000005,0.796,195.008,Regular,Regular,Buena,Buena,Regular
67.6,17.779999999999998,29.4052,6.67378,66.7,0.0,23.780000000000005,1.024,219.948,Regular,Regular,Buena,Buena,Regular
48.08,11.74,18.3106,34.84008,53.4,0.0,26.46,0.8360000000000001,251.196,Buena,Buena,Buena,Buena,Buena
36.16,8.28,15.56852,41.80498,43.67999999999999,0.0,28.82,0.924,177.18800000000002,Buena,Buena,Buena,Buena,Buena
37.34,9.34,7.288159999999999,55.6702,37.28,0.0,31.120000000000005,0.98,231.688,Buena,Buena,Buena,Regular,Regular
36.86,10.12,9.68748,52.49782,41.86,0.0,31.4,1.324,227.564,Buena,Buena,Buena,Buena,Buena
30.71999999999999,11.179999999999998,11.834239999999998,57.38,51.52,0.0,29.78,1.5560000000000005,251.23600000000005,Buena,Buena,Buena,Regular,Regular
25.860000000000003,11.18,8.4788,38.86,55.28,0.0,28.9,1.688,241.64,Buena,Buena,Buena,Buena,Buena
27.14,11.9,14.48612,44.11018,62.28000000000001,0.0,27.18,1.496,256.512,Buena,Buena,Buena,Buena,Buena
26.640000000000004,12.26,9.2004,37.34018,64.14,0.0,26.94,1.5559999999999998,264.992,Regular,Buena,Buena,Buena,Regular
27.68,13.04,11.6358,27.69548,67.38,0.0,26.22,1.3199999999999998,203.42,Regular,Buena,Buena,Buena,Regular
29.579999999999995,13.16,19.1224,19.78,72.0,0.0,25.2,1.176,214.832,Regular,Buena,Buena,Buena,Regular
45.86,14.48,33.825,22.1743,73.42,0.0,24.78,1.248,259.92400000000004,Regular,Buena,Buena,Buena,Regular
48.440000000000005,14.679999999999998,38.9664,11.84516,71.41999999999999,0.0,24.56,1.1920000000000002,280.324,Regular,Buena,Buena,Buena,Regular
51.4,17.160000000000004,35.3584,7.459999999999999,74.84,0.0,24.16,1.2120000000000002,227.912,Regular,Buena,Buena,Buena,Regular
50.8,17.18,36.2604,8.83632,74.31999999999998,0.0,24.06,1.204,215.932,Regular,Buena,Buena,Buena,Regular
44.08,17.54,31.2994,7.395060000000001,75.42,0.0,23.76,1.1800000000000002,211.752,Regular,Buena,Buena,Buena,Regular
38.36,16.3,26.609,6.27,76.64000000000001,0.0,23.28,0.944,244.94,Regular,Buena,Buena,Buena,Regular
31.420000000000005,14.94,27.1502,5.9786,77.02000000000001,0.0,22.800000000000004,1.212,200.86,Regular,Buena,Buena,Buena,Regular
30.040000000000003,14.68,23.5422,8.122,77.26,0.0,22.6,1.028,266.788,Regular,Buena,Buena,Buena,Regular
28.0,14.080000000000002,20.565600000000003,9.10032,76.84,0.0,22.46,1.052,187.796,Regular,Buena,Buena,Buena,Regular
31.660000000000004,15.12,19.1224,8.972000000000001,76.72,0.0,22.26,1.404,242.728,Regular,Buena,Buena,Buena,Regular
34.46,15.68,19.1224,3.5500000000000003,79.04,0.0,21.98,1.4,227.984,Regular,Buena,Buena,Buena,Regular
37.852,19.46,21.0166,6.0600000000000005,78.92,0.0,21.48,1.368,208.0,Regular,Buena,Buena,Buena,Regular
51.388,20.4,23.8128,9.424279999999998,72.98,0.0,22.660000000000004,1.52,199.308,Regular,Buena,Buena,Buena,Regular
61.34,22.22,25.09364,15.99,62.98,0.0,25.4,1.496,195.652,Regular,Regular,Buena,Buena,Regular
45.260000000000005,15.22,23.56024,33.940000000000005,51.5,0.0,27.98,1.496,215.824,Regular,Buena,Buena,Buena,Regular
34.540000000000006,14.4,11.02244,54.63,43.48,0.0,29.98,1.668,181.976,Regular,Buena,Buena,Regular,Regular
32.34,13.24,9.6514,52.66,42.86,0.0,30.78,1.664,172.0,Regular,Buena,Buena,Buena,Regular
32.02,12.34,7.0356,63.13999999999999,46.620000000000005,0.0,30.520000000000003,1.624,102.892,Regular,Buena,Buena,Regular,Regular
28.76,11.16,6.494400000000001,42.502120000000005,50.16,0.0,29.68,1.7399999999999998,188.22,Buena,Buena,Buena,Buena,Buena
25.02,10.9,6.6748,54.652620000000006,51.02,0.0,29.380000000000003,1.568,236.636,Buena,Buena,Buena,Regular,Regular
25.28,11.56,8.7494,48.280060000000006,53.1,0.0,28.98,1.7920000000000005,198.768,Buena,Buena,Buena,Buena,Buena
25.34,11.48,6.9454,46.80006,53.54,0.0,29.360000000000003,1.664,216.796,Buena,Buena,Buena,Buena,Buena
28.26,12.16,8.118,54.50828,56.14,0.0,28.82,1.564,292.696,Regular,Buena,Buena,Regular,Regular
30.92,14.080000000000002,15.334,32.788560000000004,65.75999999999999,0.0,26.8,1.368,266.576,Regular,Buena,Buena,Buena,Regular
32.68,14.72,32.2014,29.81,67.84,0.0,26.04,1.2999999999999998,214.864,Regular,Buena,Buena,Buena,Regular
42.98,16.18,29.044400000000003,13.54884,71.54,0.0,25.32,1.296,230.164,Regular,Buena,Buena,Buena,Regular
37.66,15.88,23.8128,16.47556,73.85999999999999,0.0,24.84,1.204,224.02,Regular,Buena,Buena,Buena,Regular
33.14,15.38,23.0912,20.43,75.85999999999999,0.0,24.74,1.2559999999999998,224.31200000000004,Regular,Buena,Buena,Buena,Regular
37.8,15.960000000000004,16.686999999999998,16.489919999999998,75.3,0.0,24.26,1.108,215.31600000000003,Regular,Buena,Buena,Buena,Regular
45.6,21.160000000000004,22.7304,4.96708,76.47999999999999,0.0,24.02,1.164,182.49600000000004,Regular,Buena,Buena,Buena,Regular
38.16,18.08,19.6636,4.880000000000001,78.02,0.0,23.68,1.168,197.728,Regular,Buena,Buena,Buena,Regular
33.84,16.0,20.6558,3.68,77.35999999999999,0.0,23.7,1.008,222.18,Regular,Buena,Buena,Buena,Regular
45.54,19.12,19.4832,5.09,78.46,0.0,23.3,1.28,189.484,Regular,Buena,Buena,Buena,Regular
24.4,6.44,1.8942,17.35,70.84,0.02,22.2,1.448,186.74,Buena,Buena,Buena,Buena,Buena
12.84,5.16,6.4042,17.86036,76.42,0.02,21.5,1.416,219.56,Buena,Buena,Buena,Buena,Buena
17.560000000000002,6.5,19.9342,16.9381,77.56000000000002,0.0,20.8,1.092,258.212,Buena,Buena,Buena,Buena,Buena
23.92,7.340000000000001,25.0756,12.5662,75.4,0.0,21.36,1.272,265.424,Buena,Buena,Buena,Buena,Buena
39.34,9.919999999999998,33.2838,7.74442,71.26,0.0,22.6,1.252,273.764,Buena,Buena,Buena,Buena,Buena
45.4,10.44,28.9542,12.5,71.26,0.0,22.48,1.296,194.192,Buena,Buena,Buena,Buena,Buena
43.82,11.02,31.660200000000003,14.70124,65.97999999999999,0.0,23.84,1.216,143.512,Buena,Buena,Buena,Buena,Buena
35.02,9.22,18.491000000000003,39.19304,50.3,0.0,27.360000000000003,1.3880000000000003,283.512,Buena,Buena,Buena,Buena,Buena
29.72,8.739999999999998,11.726,58.29574,45.88,0.0,28.16,1.7879999999999998,225.55600000000004,Buena,Buena,Buena,Regular,Regular
25.160000000000004,9.62,14.6124,55.14,47.34,0.0,28.82,1.7919999999999998,281.584,Buena,Buena,Buena,Regular,Regular
21.24,8.94,6.5846,43.760000000000005,46.98,0.0,29.48,1.596,256.70400000000006,Buena,Buena,Buena,Buena,Buena
19.24,8.7,7.576799999999999,45.75748,48.52,0.0,29.18,1.6759999999999995,260.552,Buena,Buena,Buena,Buena,Buena
19.26,8.780000000000001,8.4788,38.2727,56.15999999999999,0.0,27.82,1.7559999999999998,255.336,Buena,Buena,Buena,Buena,Buena
25.68,13.8,9.471,25.02284,66.1,0.0,25.880000000000003,1.72,266.344,Regular,Buena,Buena,Buena,Regular
23.36,10.52,16.9576,16.52,72.6,0.0,24.7,1.508,267.44800000000004,Buena,Buena,Buena,Buena,Buena
24.64,11.18,23.5422,12.08,75.06000000000002,0.0,24.18,1.344,262.204,Buena,Buena,Buena,Buena,Buena
24.200000000000003,11.72,26.0678,17.57,76.3,0.0,23.880000000000003,1.864,233.55200000000005,Buena,Buena,Buena,Buena,Buena
24.540000000000003,12.2,27.2404,15.68,75.0,0.0,23.880000000000003,1.884,222.552,Regular,Buena,Buena,Buena,Regular
24.020000000000003,11.98,26.158,18.18,74.75999999999999,0.0,23.74,1.8400000000000003,225.384,Buena,Buena,Buena,Buena,Buena
30.8,13.44,24.8952,10.192520000000002,76.33999999999999,0.0,23.44,1.848,220.828,Regular,Buena,Buena,Buena,Regular
27.48,13.18,25.256,5.26,76.28,0.0,23.36,1.9,205.296,Regular,Buena,Buena,Buena,Regular
29.5,14.28,20.3852,10.99252,79.00000000000001,0.0,22.96,1.4720000000000002,265.556,Regular,Buena,Buena,Buena,Regular
